
========================================================================
  HCPB  |  0.1 kg/m³
========================================================================

  Total (n,gamma) rate:  A = 3.473363e-05   C = 2.307272e-05   C/A = 0.6643
  Flux mode energy:     A = 1.4000e+07 eV   C = 1.4000e+07 eV
  (n,gamma) mode energy: A = 3.6326e+01 eV   C = 6.6073e+01 eV
  Bins where C > A:  597 / 1231

   Bin      E_lo [eV]      E_hi [eV]         Rate A         Rate C          C - A        C/A
   773     5.3011e+02     5.4245e+02     1.5857e-03     1.6273e-03     4.1659e-05     1.0263
   774     5.4245e+02     5.5508e+02     2.4025e-05     2.6294e-05     2.2696e-06     1.0945
   775     5.5508e+02     5.6800e+02     1.0912e-04     1.2201e-04     1.2890e-05     1.1181
   776     5.6800e+02     5.8122e+02     1.3205e-03     1.3588e-03     3.8347e-05     1.0290
   777     5.8122e+02     5.9475e+02     5.8775e-04     6.0177e-04     1.4014e-05     1.0238
   779     6.0859e+02     6.2275e+02     1.1844e-03     1.2429e-03     5.8532e-05     1.0494
   780     6.2275e+02     6.3725e+02     6.0790e-04     6.4878e-04     4.0885e-05     1.0673
   781     6.3725e+02     6.5208e+02     9.9314e-06     1.0895e-05     9.6360e-07     1.0970
   783     6.6726e+02     6.8279e+02     8.5457e-05     9.3876e-05     8.4187e-06     1.0985
   784     6.8279e+02     6.9868e+02     1.1046e-03     1.1455e-03     4.0826e-05     1.0370
   785     6.9868e+02     7.1494e+02     1.0046e-03     1.0494e-03     4.4736e-05     1.0445
   786     7.1494e+02     7.3159e+02     2.0351e-04     2.1846e-04     1.4953e-05     1.0735
   787     7.3159e+02     7.4861e+02     1.8105e-04     1.9447e-04     1.3420e-05     1.0741
   788     7.4861e+02     7.6604e+02     4.4472e-04     4.8156e-04     3.6843e-05     1.0828
   789     7.6604e+02     7.8387e+02     1.8383e-04     2.0317e-04     1.9339e-05     1.1052
   790     7.8387e+02     8.0211e+02     4.3440e-04     4.6592e-04     3.1523e-05     1.0726
   791     8.0211e+02     8.2078e+02     2.0201e-04     2.1958e-04     1.7572e-05     1.0870
   792     8.2078e+02     8.3989e+02     7.5045e-04     7.5610e-04     5.6504e-06     1.0075
   793     8.3989e+02     8.5944e+02     1.8203e-03     1.8991e-03     7.8776e-05     1.0433
   794     8.5944e+02     8.7944e+02     2.8669e-04     3.0724e-04     2.0554e-05     1.0717
   795     8.7944e+02     8.9991e+02     4.1793e-05     4.6017e-05     4.2241e-06     1.1011
   796     8.9991e+02     9.2086e+02     8.8053e-04     9.2672e-04     4.6191e-05     1.0525
   797     9.2086e+02     9.4229e+02     1.2476e-03     1.2836e-03     3.5955e-05     1.0288
   798     9.4229e+02     9.6422e+02     6.5976e-04     6.6679e-04     7.0292e-06     1.0107
   799     9.6422e+02     9.8667e+02     9.0020e-05     1.0147e-04     1.1454e-05     1.1272
   801     1.0096e+03     1.0331e+03     4.7095e-04     5.1844e-04     4.7499e-05     1.1009
   802     1.0331e+03     1.0572e+03     6.9954e-04     7.3012e-04     3.0589e-05     1.0437
   803     1.0572e+03     1.0818e+03     1.6844e-04     1.8401e-04     1.5570e-05     1.0924
   804     1.0818e+03     1.1070e+03     6.0304e-04     6.7199e-04     6.8955e-05     1.1143
   805     1.1070e+03     1.1327e+03     6.7054e-04     7.0580e-04     3.5261e-05     1.0526
   806     1.1327e+03     1.1591e+03     5.6363e-04     5.7024e-04     6.6056e-06     1.0117
   807     1.1591e+03     1.1861e+03     1.2520e-03     1.3108e-03     5.8760e-05     1.0469
   808     1.1861e+03     1.2137e+03     8.1991e-04     8.6863e-04     4.8719e-05     1.0594
   809     1.2137e+03     1.2419e+03     6.7821e-05     7.5362e-05     7.5410e-06     1.1112
   810     1.2419e+03     1.2708e+03     9.2421e-04     9.4962e-04     2.5408e-05     1.0275
   811     1.2708e+03     1.3004e+03     5.3716e-04     5.7449e-04     3.7331e-05     1.0695
   812     1.3004e+03     1.3307e+03     1.4170e-04     1.5637e-04     1.4672e-05     1.1035
   813     1.3307e+03     1.3617e+03     5.1332e-05     5.8010e-05     6.6779e-06     1.1301
   814     1.3617e+03     1.3934e+03     1.5225e-04     1.5647e-04     4.2163e-06     1.0277
   815     1.3934e+03     1.4258e+03     1.0175e-03     1.0544e-03     3.6822e-05     1.0362
   816     1.4258e+03     1.4590e+03     6.2302e-04     6.6519e-04     4.2164e-05     1.0677
   817     1.4590e+03     1.4929e+03     4.2501e-04     4.4133e-04     1.6316e-05     1.0384
   818     1.4929e+03     1.5277e+03     4.1725e-04     4.3822e-04     2.0973e-05     1.0503
   819     1.5277e+03     1.5632e+03     2.1744e-04     2.3696e-04     1.9518e-05     1.0898
   820     1.5632e+03     1.5996e+03     4.4607e-04     4.6929e-04     2.3225e-05     1.0521
   821     1.5996e+03     1.6369e+03     4.3139e-04     4.5991e-04     2.8512e-05     1.0661
   822     1.6369e+03     1.6750e+03     6.5147e-04     6.7794e-04     2.6468e-05     1.0406
   823     1.6750e+03     1.7139e+03     7.2555e-04     7.6902e-04     4.3467e-05     1.0599
   824     1.7139e+03     1.7538e+03     2.4941e-04     2.7081e-04     2.1400e-05     1.0858
   825     1.7538e+03     1.7947e+03     8.5676e-04     8.7699e-04     2.0230e-05     1.0236
   826     1.7947e+03     1.8364e+03     2.5984e-04     2.8062e-04     2.0774e-05     1.0799
   827     1.8364e+03     1.8792e+03     1.8284e-04     2.0298e-04     2.0135e-05     1.1101
   828     1.8792e+03     1.9229e+03     5.9746e-04     6.5757e-04     6.0101e-05     1.1006
   829     1.9229e+03     1.9677e+03     1.7000e-04     1.9038e-04     2.0379e-05     1.1199
   831     2.0135e+03     2.0603e+03     5.0935e-04     5.3678e-04     2.7430e-05     1.0539
   832     2.0603e+03     2.1083e+03     4.8066e-04     5.3332e-04     5.2659e-05     1.1096
   833     2.1083e+03     2.1574e+03     5.3888e-04     5.7529e-04     3.6414e-05     1.0676
   834     2.1574e+03     2.2076e+03     5.0580e-04     5.3284e-04     2.7042e-05     1.0535
   835     2.2076e+03     2.2590e+03     1.0944e-04     1.2085e-04     1.1414e-05     1.1043
   836     2.2590e+03     2.3115e+03     7.5200e-04     8.0288e-04     5.0876e-05     1.0677
   837     2.3115e+03     2.3653e+03     5.8868e-04     6.5144e-04     6.2759e-05     1.1066
   838     2.3653e+03     2.4204e+03     3.5054e-04     3.8396e-04     3.3421e-05     1.0953
   839     2.4204e+03     2.4767e+03     5.1394e-04     5.4469e-04     3.0752e-05     1.0598
   840     2.4767e+03     2.5344e+03     3.4862e-04     3.8635e-04     3.7732e-05     1.1082
   841     2.5344e+03     2.5934e+03     5.4158e-04     5.5969e-04     1.8106e-05     1.0334
   842     2.5934e+03     2.6537e+03     3.9674e-04     4.2054e-04     2.3800e-05     1.0600
   843     2.6537e+03     2.7155e+03     3.8709e-04     4.2038e-04     3.3289e-05     1.0860
   844     2.7155e+03     2.7787e+03     4.6542e-04     5.0658e-04     4.1159e-05     1.0884
   845     2.7787e+03     2.8434e+03     3.5162e-04     3.8945e-04     3.7833e-05     1.1076
   846     2.8434e+03     2.9096e+03     4.1341e-04     4.3964e-04     2.6231e-05     1.0635
   847     2.9096e+03     2.9773e+03     3.7801e-04     4.0699e-04     2.8979e-05     1.0767
   848     2.9773e+03     3.0466e+03     3.6976e-04     3.9297e-04     2.3202e-05     1.0627
   849     3.0466e+03     3.1175e+03     3.9270e-04     4.3285e-04     4.0146e-05     1.1022
   850     3.1175e+03     3.1901e+03     4.8115e-04     5.3733e-04     5.6175e-05     1.1168
   851     3.1901e+03     3.2643e+03     4.0812e-04     4.4913e-04     4.1010e-05     1.1005
   852     3.2643e+03     3.3403e+03     6.5400e-04     7.0293e-04     4.8927e-05     1.0748
   853     3.3403e+03     3.4180e+03     4.4563e-04     4.8979e-04     4.4162e-05     1.0991
   854     3.4180e+03     3.4976e+03     3.8458e-04     4.0931e-04     2.4735e-05     1.0643
   855     3.4976e+03     3.5790e+03     2.8911e-04     3.1156e-04     2.2453e-05     1.0777
   856     3.5790e+03     3.6623e+03     3.6808e-04     3.9881e-04     3.0727e-05     1.0835
   857     3.6623e+03     3.7476e+03     4.2447e-04     4.5194e-04     2.7469e-05     1.0647
   858     3.7476e+03     3.8348e+03     2.7654e-04     2.9992e-04     2.3384e-05     1.0846
   859     3.8348e+03     3.9240e+03     4.3113e-04     4.6719e-04     3.6060e-05     1.0836
   860     3.9240e+03     4.0154e+03     2.8687e-04     3.1264e-04     2.5770e-05     1.0898
   861     4.0154e+03     4.1088e+03     3.1431e-04     3.4620e-04     3.1895e-05     1.1015
   862     4.1088e+03     4.2045e+03     3.5147e-04     3.8940e-04     3.7933e-05     1.1079
   863     4.2045e+03     4.3023e+03     2.5821e-04     2.8514e-04     2.6928e-05     1.1043
   864     4.3023e+03     4.4025e+03     3.9016e-04     4.2893e-04     3.8765e-05     1.0994
   865     4.4025e+03     4.5049e+03     1.9187e-04     2.1322e-04     2.1351e-05     1.1113
   866     4.5049e+03     4.6098e+03     2.7429e-04     2.9529e-04     2.0995e-05     1.0765
   867     4.6098e+03     4.7171e+03     3.7767e-04     4.1201e-04     3.4338e-05     1.0909
   868     4.7171e+03     4.8269e+03     3.7979e-04     4.2018e-04     4.0396e-05     1.1064
   869     4.8269e+03     4.9392e+03     4.0006e-04     4.3834e-04     3.8280e-05     1.0957
   870     4.9392e+03     5.0542e+03     3.0963e-04     3.3864e-04     2.9012e-05     1.0937
   871     5.0542e+03     5.1719e+03     3.2105e-04     3.5164e-04     3.0593e-05     1.0953
   872     5.1719e+03     5.2922e+03     3.0597e-04     3.3804e-04     3.2072e-05     1.1048
   873     5.2922e+03     5.4154e+03     2.6046e-04     2.8294e-04     2.2477e-05     1.0863
   874     5.4154e+03     5.5415e+03     3.8034e-04     4.1672e-04     3.6380e-05     1.0957
   875     5.5415e+03     5.6704e+03     2.7763e-04     3.0360e-04     2.5967e-05     1.0935
   876     5.6704e+03     5.8024e+03     3.7568e-04     4.1603e-04     4.0348e-05     1.1074
   877     5.8024e+03     5.9375e+03     3.9804e-04     4.3566e-04     3.7616e-05     1.0945
   878     5.9375e+03     6.0757e+03     4.0683e-04     4.4399e-04     3.7155e-05     1.0913
   879     6.0757e+03     6.2171e+03     3.7004e-04     4.0442e-04     3.4373e-05     1.0929
   880     6.2171e+03     6.3618e+03     3.3177e-04     3.6824e-04     3.6467e-05     1.1099
   881     6.3618e+03     6.5099e+03     2.7816e-04     3.0712e-04     2.8959e-05     1.1041
   882     6.5099e+03     6.6614e+03     2.4571e-04     2.7090e-04     2.5191e-05     1.1025
   883     6.6614e+03     6.8165e+03     3.1117e-04     3.4296e-04     3.1790e-05     1.1022
   884     6.8165e+03     6.9751e+03     4.5394e-04     5.0264e-04     4.8700e-05     1.1073
   885     6.9751e+03     7.1375e+03     2.7827e-04     3.0676e-04     2.8489e-05     1.1024
   886     7.1375e+03     7.3036e+03     3.5105e-04     3.8374e-04     3.2688e-05     1.0931
   887     7.3036e+03     7.4736e+03     2.9223e-04     3.2248e-04     3.0252e-05     1.1035
   888     7.4736e+03     7.6475e+03     2.6754e-04     2.9262e-04     2.5083e-05     1.0938
   889     7.6475e+03     7.8255e+03     2.8337e-04     3.1390e-04     3.0532e-05     1.1077
   890     7.8255e+03     8.0077e+03     2.5648e-04     2.8718e-04     3.0699e-05     1.1197
   891     8.0077e+03     8.1941e+03     1.9072e-04     2.0913e-04     1.8410e-05     1.0965
   892     8.1941e+03     8.3848e+03     2.2946e-04     2.5281e-04     2.3358e-05     1.1018
   893     8.3848e+03     8.5800e+03     2.6323e-04     2.8586e-04     2.2630e-05     1.0860
   894     8.5800e+03     8.7797e+03     2.4039e-04     2.6341e-04     2.3028e-05     1.0958
   895     8.7797e+03     8.9840e+03     2.8670e-04     3.2215e-04     3.5453e-05     1.1237
   896     8.9840e+03     9.1931e+03     3.5145e-04     3.9268e-04     4.1224e-05     1.1173
   897     9.1931e+03     9.4071e+03     1.8156e-04     2.0271e-04     2.1150e-05     1.1165
   898     9.4071e+03     9.6261e+03     3.3596e-04     3.6713e-04     3.1170e-05     1.0928
   899     9.6261e+03     9.8501e+03     2.8791e-04     3.1839e-04     3.0483e-05     1.1059
   900     9.8501e+03     1.0079e+04     3.1751e-04     3.4769e-04     3.0178e-05     1.0950
   901     1.0079e+04     1.0314e+04     3.3941e-04     3.7642e-04     3.7014e-05     1.1091
   902     1.0314e+04     1.0554e+04     2.6733e-04     2.9924e-04     3.1906e-05     1.1194
   903     1.0554e+04     1.0800e+04     2.5460e-04     2.8169e-04     2.7095e-05     1.1064
   904     1.0800e+04     1.1051e+04     2.7497e-04     3.0475e-04     2.9779e-05     1.1083
   905     1.1051e+04     1.1308e+04     3.0020e-04     3.3465e-04     3.4448e-05     1.1147
   906     1.1308e+04     1.1572e+04     2.9499e-04     3.2719e-04     3.2202e-05     1.1092
   907     1.1572e+04     1.1841e+04     2.6057e-04     2.8677e-04     2.6200e-05     1.1005
   908     1.1841e+04     1.2116e+04     2.6711e-04     2.9276e-04     2.5648e-05     1.0960
   909     1.2116e+04     1.2398e+04     2.7534e-04     3.0527e-04     2.9930e-05     1.1087
   910     1.2398e+04     1.2687e+04     2.5687e-04     2.8467e-04     2.7801e-05     1.1082
   911     1.2687e+04     1.2982e+04     3.1374e-04     3.4781e-04     3.4073e-05     1.1086
   912     1.2982e+04     1.3285e+04     2.9088e-04     3.2395e-04     3.3070e-05     1.1137
   913     1.3285e+04     1.3594e+04     3.0831e-04     3.4032e-04     3.2011e-05     1.1038
   914     1.3594e+04     1.3910e+04     3.4125e-04     3.7940e-04     3.8146e-05     1.1118
   915     1.3910e+04     1.4234e+04     2.7793e-04     3.0838e-04     3.0446e-05     1.1095
   916     1.4234e+04     1.4565e+04     2.5278e-04     2.8076e-04     2.7978e-05     1.1107
   917     1.4565e+04     1.4904e+04     2.6125e-04     2.9117e-04     2.9929e-05     1.1146
   918     1.4904e+04     1.5251e+04     2.8315e-04     3.1315e-04     3.0005e-05     1.1060
   919     1.5251e+04     1.5606e+04     2.3678e-04     2.6032e-04     2.3548e-05     1.0995
   920     1.5606e+04     1.5969e+04     2.6937e-04     3.0018e-04     3.0812e-05     1.1144
   921     1.5969e+04     1.6341e+04     2.5663e-04     2.8327e-04     2.6644e-05     1.1038
   922     1.6341e+04     1.6721e+04     2.7204e-04     3.0080e-04     2.8756e-05     1.1057
   923     1.6721e+04     1.7111e+04     2.5938e-04     2.8698e-04     2.7603e-05     1.1064
   924     1.7111e+04     1.7509e+04     2.6299e-04     2.9064e-04     2.7645e-05     1.1051
   925     1.7509e+04     1.7916e+04     2.7596e-04     3.0473e-04     2.8774e-05     1.1043
   926     1.7916e+04     1.8333e+04     2.7605e-04     3.0619e-04     3.0139e-05     1.1092
   927     1.8333e+04     1.8760e+04     2.1988e-04     2.4482e-04     2.4940e-05     1.1134
   928     1.8760e+04     1.9197e+04     2.5351e-04     2.8184e-04     2.8329e-05     1.1117
   929     1.9197e+04     1.9644e+04     2.6828e-04     3.0055e-04     3.2270e-05     1.1203
   930     1.9644e+04     2.0101e+04     2.1807e-04     2.3899e-04     2.0921e-05     1.0959
   931     2.0101e+04     2.0569e+04     2.4758e-04     2.7420e-04     2.6616e-05     1.1075
   932     2.0569e+04     2.1048e+04     2.4133e-04     2.7013e-04     2.8796e-05     1.1193
   933     2.1048e+04     2.1537e+04     2.3903e-04     2.6474e-04     2.5715e-05     1.1076
   934     2.1537e+04     2.2039e+04     2.3940e-04     2.6618e-04     2.6774e-05     1.1118
   935     2.2039e+04     2.2552e+04     2.3684e-04     2.6261e-04     2.5763e-05     1.1088
   936     2.2552e+04     2.3077e+04     2.2906e-04     2.5249e-04     2.3434e-05     1.1023
   937     2.3077e+04     2.3614e+04     2.3078e-04     2.5527e-04     2.4481e-05     1.1061
   938     2.3614e+04     2.4163e+04     2.3546e-04     2.6142e-04     2.5965e-05     1.1103
   939     2.4163e+04     2.4726e+04     2.5363e-04     2.7953e-04     2.5901e-05     1.1021
   940     2.4726e+04     2.5301e+04     2.8968e-04     3.1718e-04     2.7499e-05     1.0949
   941     2.5301e+04     2.5890e+04     3.3144e-04     3.6797e-04     3.6528e-05     1.1102
   942     2.5890e+04     2.6493e+04     3.4607e-04     3.8313e-04     3.7066e-05     1.1071
   943     2.6493e+04     2.7109e+04     2.8523e-04     3.1341e-04     2.8181e-05     1.0988
   944     2.7109e+04     2.7740e+04     1.5635e-04     1.7456e-04     1.8208e-05     1.1165
   945     2.7740e+04     2.8386e+04     1.0378e-04     1.1803e-04     1.4246e-05     1.1373
   946     2.8386e+04     2.9047e+04     1.2873e-04     1.4300e-04     1.4266e-05     1.1108
   947     2.9047e+04     2.9723e+04     1.5538e-04     1.7303e-04     1.7650e-05     1.1136
   948     2.9723e+04     3.0415e+04     1.7168e-04     1.8933e-04     1.7653e-05     1.1028
   949     3.0415e+04     3.1123e+04     1.8250e-04     2.0130e-04     1.8805e-05     1.1030
   950     3.1123e+04     3.1847e+04     1.8713e-04     2.0892e-04     2.1798e-05     1.1165
   951     3.1847e+04     3.2588e+04     1.9386e-04     2.1413e-04     2.0274e-05     1.1046
   952     3.2588e+04     3.3347e+04     1.9673e-04     2.1557e-04     1.8841e-05     1.0958
   953     3.3347e+04     3.4123e+04     1.9686e-04     2.1806e-04     2.1205e-05     1.1077
   954     3.4123e+04     3.4917e+04     1.9710e-04     2.1794e-04     2.0846e-05     1.1058
   955     3.4917e+04     3.5730e+04     1.9704e-04     2.1876e-04     2.1716e-05     1.1102
   956     3.5730e+04     3.6562e+04     1.9482e-04     2.1864e-04     2.3823e-05     1.1223
   957     3.6562e+04     3.7413e+04     1.9391e-04     2.1553e-04     2.1617e-05     1.1115
   958     3.7413e+04     3.8284e+04     1.9244e-04     2.1317e-04     2.0730e-05     1.1077
   959     3.8284e+04     3.9175e+04     1.9100e-04     2.1122e-04     2.0222e-05     1.1059
   960     3.9175e+04     4.0086e+04     1.9151e-04     2.1244e-04     2.0927e-05     1.1093
   961     4.0086e+04     4.1019e+04     1.9012e-04     2.1060e-04     2.0480e-05     1.1077
   962     4.1019e+04     4.1974e+04     1.8771e-04     2.0816e-04     2.0448e-05     1.1089
   963     4.1974e+04     4.2951e+04     1.8727e-04     2.0828e-04     2.1011e-05     1.1122
   964     4.2951e+04     4.3951e+04     1.8710e-04     2.0805e-04     2.0948e-05     1.1120
   965     4.3951e+04     4.4974e+04     1.8733e-04     2.0706e-04     1.9727e-05     1.1053
   966     4.4974e+04     4.6021e+04     1.8715e-04     2.0704e-04     1.9897e-05     1.1063
   967     4.6021e+04     4.7092e+04     1.8523e-04     2.0514e-04     1.9914e-05     1.1075
   968     4.7092e+04     4.8188e+04     1.8672e-04     2.0874e-04     2.2023e-05     1.1179
   969     4.8188e+04     4.9310e+04     1.9056e-04     2.1173e-04     2.1167e-05     1.1111
   970     4.9310e+04     5.0457e+04     1.7617e-04     1.9658e-04     2.0409e-05     1.1159
   971     5.0457e+04     5.1632e+04     1.6598e-04     1.8662e-04     2.0634e-05     1.1243
   972     5.1632e+04     5.2834e+04     1.6014e-04     1.7859e-04     1.8452e-05     1.1152
   973     5.2834e+04     5.4063e+04     1.5711e-04     1.7652e-04     1.9403e-05     1.1235
